Condition    Stage    Image_n    Probe    index    z    y    x    n_rna    coloc
HS    12-cell    Image_16_191014    gpd-2    21    170    110    28    5    FALSE
HS    12-cell    Image_17_191014    gpd-2    1    157    251    28    6    FALSE
HS    12-cell    Image_17_191014    gpd-2    2    221    467    11    6    FALSE
HS    12-cell    Image_17_191014    gpd-2    3    282    435    6    5    FALSE
HS    12-cell    Image_17_191014    gpd-2    4    313    484    5    7    FALSE
HS    12-cell    Image_17_191014    gpd-2    5    383    479    19    17    TRUE
HS    12-cell    Image_17_191014    gpd-2    6    344    291    7    6    FALSE
HS    12-cell    Image_17_191014    gpd-2    7    332    416    8    7    FALSE
HS    12-cell    Image_17_191014    gpd-2    8    219    411    9    6    FALSE
HS    12-cell    Image_17_191014    gpd-2    9    162    84    9    6    FALSE
HS    12-cell    Image_17_191014    gpd-2    10    310    274    12    7    FALSE
HS    12-cell    Image_17_191014    gpd-2    11    105    170    15    5    FALSE
HS    12-cell    Image_17_191014    gpd-2    12    87    266    14    5    FALSE
HS    12-cell    Image_17_191014    gpd-2    13    236    257    15    6    FALSE
HS    12-cell    Image_17_191014    gpd-2    14    90    336    14    5    FALSE
HS    12-cell    Image_17_191014    gpd-2    15    70    156    15    5    FALSE
HS    12-cell    Image_17_191014    gpd-2    16    134    395    16    5    FALSE
HS    12-cell    Image_17_191014    gpd-2    17    371    488    17    5    TRUE
HS    12-cell    Image_17_191014    gpd-2    18    192    219    18    5    FALSE
HS    12-cell    Image_17_191014    gpd-2    19    377    523    18    9    TRUE
HS    12-cell    Image_17_191014    gpd-2    20    166    390    21    5    FALSE
HS    12-cell    Image_17_191014    gpd-2    21    136    299    26    8    FALSE
HS    12-cell    Image_17_191014    gpd-2    22    287    515    28    5    TRUE
HS    12-cell    Image_17_191014    gpd-2    23    363    410    28    5    TRUE
HS    14-cell    Image_02_191014    gpd-2    1    67    396    6    5    FALSE
HS    14-cell    Image_02_191014    gpd-2    2    150    221    19    7    FALSE
HS    14-cell    Image_02_191014    gpd-2    3    248    345    15    6    FALSE
HS    14-cell    Image_02_191014    gpd-2    4    268    381    21    7    FALSE
HS    14-cell    Image_02_191014    gpd-2    5    344    204    6    8    TRUE
HS    14-cell    Image_02_191014    gpd-2    6    407    155    7    21    TRUE
HS    14-cell    Image_02_191014    gpd-2    7    420    211    7    15    TRUE
HS    14-cell    Image_02_191014    gpd-2    8    242    361    8    6    FALSE
HS    14-cell    Image_02_191014    gpd-2    9    414    280    12    5    FALSE
HS    14-cell    Image_02_191014    gpd-2    10    440    102    11    9    FALSE
HS    14-cell    Image_02_191014    gpd-2    11    287    464    13    5    FALSE
HS    14-cell    Image_02_191014    gpd-2    12    365    301    11    5    FALSE
HS    14-cell    Image_02_191014    gpd-2    13    246    299    14    11    FALSE
HS    14-cell    Image_02_191014    gpd-2    14    331    468    12    7    FALSE
HS    14-cell    Image_02_191014    gpd-2    15    472    239    14    5    FALSE
HS    14-cell    Image_02_191014    gpd-2    16    132    290    13    5    FALSE
HS    14-cell    Image_02_191014    gpd-2    17    527    339    16    5    FALSE
HS    14-cell    Image_02_191014    gpd-2    18    147    382    17    6    FALSE
HS    14-cell    Image_02_191014    gpd-2    19    129    416    16    5    FALSE
HS    14-cell    Image_02_191014    gpd-2    20    446    138    16    5    FALSE
HS    14-cell    Image_02_191014    gpd-2    21    60    416    17    6    FALSE
HS    14-cell    Image_02_191014    gpd-2    22    222    442    17    7    FALSE
HS    14-cell    Image_13_191014    gpd-2    1    112    360    13    6    FALSE
HS    14-cell    Image_13_191014    gpd-2    2    166    92    5    5    FALSE
HS    14-cell    Image_13_191014    gpd-2    3    147    126    26    7    TRUE
HS    14-cell    Image_13_191014    gpd-2    4    144    69    27    6    TRUE
HS    14-cell    Image_13_191014    gpd-2    5    66    145    32    5    FALSE
HS    16-cell    Image_05_191016    gpd-2    1    114    542    31    13    TRUE
HS    16-cell    Image_05_191016    gpd-2    2    299    279    7    5    FALSE
HS    16-cell    Image_05_191016    gpd-2    3    124    356    11    5    FALSE
HS    16-cell    Image_05_191016    gpd-2    4    221    381    10    6    FALSE
HS    16-cell    Image_05_191016    gpd-2    5    155    293    13    5    FALSE
HS    16-cell    Image_05_191016    gpd-2    6    126    501    13    11    TRUE
HS    16-cell    Image_05_191016    gpd-2    7    119    326    17    6    FALSE
HS    16-cell    Image_05_191016    gpd-2    8    141    278    14    5    FALSE
HS    16-cell    Image_05_191016    gpd-2    9    215    482    14    6    FALSE
HS    16-cell    Image_05_191016    gpd-2    10    389    101    14    5    FALSE
HS    16-cell    Image_05_191016    gpd-2    11    167    216    15    5    FALSE
HS    16-cell    Image_05_191016    gpd-2    12    103    544    19    10    TRUE
HS    16-cell    Image_05_191016    gpd-2    13    271    261    21    5    FALSE
HS    16-cell    Image_05_191016    gpd-2    14    159    214    25    6    FALSE
HS    16-cell    Image_05_191016    gpd-2    15    192    276    35    5    FALSE
HS    16-cell    Image_05_191016    gpd-2    16    120    510    42    5    TRUE
No_HS    2-cell    Image_03_191016    gpd-2    1    378    398    25    6    FALSE
No_HS    2-cell    Image_03_191016    gpd-2    2    206    234    6    5    FALSE
No_HS    2-cell    Image_03_191016    gpd-2    3    226    176    7    6    FALSE
No_HS    2-cell    Image_03_191016    gpd-2    4    194    243    9    6    FALSE
No_HS    2-cell    Image_03_191016    gpd-2    5    121    330    8    6    FALSE
No_HS    2-cell    Image_03_191016    gpd-2    6    209    373    9    6    FALSE
No_HS    2-cell    Image_03_191016    gpd-2    7    322    260    10    5    FALSE
No_HS    2-cell    Image_03_191016    gpd-2    8    176    193    11    5    FALSE
No_HS    2-cell    Image_03_191016    gpd-2    9    206    310    17    5    FALSE
No_HS    2-cell    Image_03_191016    gpd-2    10    193    323    24    5    FALSE
No_HS    2-cell    Image_03_191016    gpd-2    11    249    250    39    5    FALSE
No_HS    2-cell    Image_03_191016    gpd-2    12    278    196    48    6    FALSE
No_HS    2-cell    Image_04_191014    gpd-2    1    234    285    10    8    FALSE
No_HS    2-cell    Image_04_191014    gpd-2    2    478    167    10    6    FALSE
No_HS    2-cell    Image_04_191014    gpd-2    3    231    97    3    5    FALSE
No_HS    2-cell    Image_04_191014    gpd-2    4    247    172    6    7    FALSE
No_HS    2-cell    Image_04_191014    gpd-2    5    422    219    6    5    FALSE
No_HS    2-cell    Image_04_191014    gpd-2    6    386    151    6    5    FALSE
No_HS    2-cell    Image_04_191014    gpd-2    7    244    189    5    8    FALSE
No_HS    2-cell    Image_04_191014    gpd-2    8    161    143    6    5    FALSE
No_HS    2-cell    Image_04_191014    gpd-2    9    427    167    6    5    FALSE
No_HS    2-cell    Image_04_191014    gpd-2    10    394    324    5    5    FALSE
No_HS    2-cell    Image_04_191014    gpd-2    11    409    277    9    5    FALSE
No_HS    2-cell    Image_04_191014    gpd-2    12    343    286    6    5    FALSE
No_HS    2-cell    Image_04_191014    gpd-2    13    180    290    7    5    FALSE
No_HS    2-cell    Image_04_191014    gpd-2    14    181    198    9    6    FALSE
No_HS    2-cell    Image_04_191014    gpd-2    15    363    292    10    9    FALSE
No_HS    2-cell    Image_04_191014    gpd-2    16    382    338    7    5    FALSE
No_HS    2-cell    Image_04_191014    gpd-2    17    467    146    9    5    FALSE
No_HS    2-cell    Image_04_191014    gpd-2    18    296    138    10    5    FALSE
No_HS    2-cell    Image_04_191014    gpd-2    19    325    147    11    6    FALSE
No_HS    2-cell    Image_04_191014    gpd-2    20    355    302    12    5    FALSE
No_HS    2-cell    Image_04_191014    gpd-2    21    184    212    17    5    FALSE
No_HS    2-cell    Image_04_191014    gpd-2    22    474    176    26    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    1    144    197    28    7    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    2    153    253    35    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    3    326    258    12    8    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    4    405    133    9    7    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    5    309    397    7    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    6    244    430    5    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    7    347    65    7    8    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    8    148    302    7    6    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    9    285    308    15    6    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    10    283    304    8    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    11    334    397    6    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    12    265    448    5    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    13    77    474    7    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    14    203    116    7    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    15    171    129    8    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    16    297    288    8    6    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    17    84    302    8    7    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    18    376    352    7    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    19    269    412    6    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    20    313    206    7    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    21    287    319    8    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    22    173    352    8    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    23    255    357    8    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    24    305    102    10    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    25    306    269    9    6    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    26    374    332    9    6    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    27    272    460    10    6    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    28    426    122    12    7    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    29    136    387    10    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    30    45    411    13    7    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    31    367    254    13    6    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    32    77    263    13    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    33    309    345    11    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    34    249    356    19    6    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    35    452    192    13    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    36    420    226    12    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    37    265    255    13    6    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    38    181    117    14    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    39    227    172    17    6    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    40    341    57    19    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    41    316    61    17    6    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    42    331    220    16    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    43    376    291    15    7    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    44    238    236    17    10    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    45    105    308    16    6    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    46    162    312    16    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    47    44    338    16    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    48    188    345    17    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    49    290    385    16    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    50    246    217    16    6    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    51    363    269    19    7    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    52    327    381    18    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    53    375    172    19    6    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    54    47    454    19    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    55    427    153    23    11    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    56    125    369    19    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    57    80    391    24    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    58    216    505    25    7    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    59    364    225    22    7    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    60    249    487    24    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    61    43    371    30    5    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    62    273    246    28    6    FALSE
No_HS    4-cell    Image_01_191014    gpd-2    63    46    397    30    6    TRUE
No_HS    4-cell    Image_05_191010    gpd-2    1    90    84    21    8    FALSE
No_HS    4-cell    Image_05_191010    gpd-2    2    237    267    12    5    FALSE
No_HS    4-cell    Image_05_191010    gpd-2    3    362    309    21    7    FALSE
No_HS    4-cell    Image_05_191010    gpd-2    4    243    296    9    5    FALSE
No_HS    4-cell    Image_05_191010    gpd-2    5    107    136    9    5    FALSE
No_HS    4-cell    Image_05_191010    gpd-2    6    431    241    14    8    FALSE
No_HS    4-cell    Image_05_191010    gpd-2    7    151    247    8    6    FALSE
