X	index	z	y	x	n_rna	coloc	cell	avg	transcript
591	80	81	66	309	15	7	False	Image_06-2	Avg	cpg-2
592	82	83	117	335	11	8	False	Image_06-2	Avg	cpg-2
593	83	84	221	397	9	9	False	Image_06-2	Avg	cpg-2
594	84	85	210	405	12	5	False	Image_06-2	Avg	cpg-2
595	85	86	211	450	13	8	False	Image_06-2	Avg	cpg-2
596	86	87	249	98	19	6	False	Image_06-2	Avg	cpg-2
597	88	89	249	295	16	7	False	Image_06-2	Avg	cpg-2
598	89	90	270	373	10	5	False	Image_06-2	Avg	cpg-2
599	91	92	249	82	25	7	False	Image_06-2	Avg	cpg-2
600	92	93	208	99	11	5	False	Image_06-2	Avg	cpg-2
601	94	95	249	328	23	5	False	Image_06-2	Avg	cpg-2
602	95	96	76	377	11	5	False	Image_06-2	Avg	cpg-2
603	96	97	203	388	13	9	False	Image_06-2	Avg	cpg-2
604	97	98	239	108	20	5	False	Image_06-2	Avg	cpg-2
605	99	100	297	129	14	5	False	Image_06-2	Avg	cpg-2
606	101	102	184	141	14	10	False	Image_06-2	Avg	cpg-2
607	103	104	307	169	13	5	False	Image_06-2	Avg	cpg-2
608	104	105	211	350	12	6	False	Image_06-2	Avg	cpg-2
609	105	106	291	196	16	8	False	Image_06-2	Avg	cpg-2
610	106	107	289	190	14	5	False	Image_06-2	Avg	cpg-2
611	107	108	320	227	13	5	False	Image_06-2	Avg	cpg-2
612	108	109	278	253	21	5	False	Image_06-2	Avg	cpg-2
613	109	110	196	274	14	5	False	Image_06-2	Avg	cpg-2
614	110	111	156	375	15	8	False	Image_06-2	Avg	cpg-2
615	111	112	263	375	14	8	False	Image_06-2	Avg	cpg-2
616	112	113	177	451	14	6	False	Image_06-2	Avg	cpg-2
617	113	114	244	92	15	5	False	Image_06-2	Avg	cpg-2
618	114	115	276	135	14	5	False	Image_06-2	Avg	cpg-2
619	115	116	298	162	23	15	False	Image_06-2	Avg	cpg-2
620	116	117	292	160	21	6	False	Image_06-2	Avg	cpg-2
621	117	118	261	212	14	6	False	Image_06-2	Avg	cpg-2
622	118	119	177	303	15	9	False	Image_06-2	Avg	cpg-2
623	119	120	225	307	20	10	False	Image_06-2	Avg	cpg-2
624	120	121	135	337	16	6	False	Image_06-2	Avg	cpg-2
625	121	122	306	352	15	8	False	Image_06-2	Avg	cpg-2
626	122	123	167	354	21	5	False	Image_06-2	Avg	cpg-2
627	124	125	322	214	15	6	False	Image_06-2	Avg	cpg-2
628	125	126	289	344	17	8	False	Image_06-2	Avg	cpg-2
629	126	127	296	368	16	5	False	Image_06-2	Avg	cpg-2
630	127	128	227	386	16	8	False	Image_06-2	Avg	cpg-2
631	128	129	228	431	21	5	False	Image_06-2	Avg	cpg-2
632	130	131	286	446	16	6	False	Image_06-2	Avg	cpg-2
633	131	132	210	90	24	5	False	Image_06-2	Avg	cpg-2
634	132	133	201	187	22	6	False	Image_06-2	Avg	cpg-2
635	133	134	285	207	20	8	False	Image_06-2	Avg	cpg-2
636	134	135	247	310	20	5	False	Image_06-2	Avg	cpg-2
637	135	136	176	352	17	5	False	Image_06-2	Avg	cpg-2
638	136	137	291	397	31	5	False	Image_06-2	Avg	cpg-2
639	137	138	282	394	21	11	False	Image_06-2	Avg	cpg-2
640	138	139	217	407	21	5	False	Image_06-2	Avg	cpg-2
641	139	140	254	417	20	20	False	Image_06-2	Avg	cpg-2
642	140	141	290	441	21	6	False	Image_06-2	Avg	cpg-2
643	141	142	262	435	21	7	False	Image_06-2	Avg	cpg-2
644	142	143	201	447	19	5	False	Image_06-2	Avg	cpg-2
645	144	145	307	225	34	8	False	Image_06-2	Avg	cpg-2
646	146	147	197	413	22	13	False	Image_06-2	Avg	cpg-2
647	147	148	240	95	23	5	False	Image_06-2	Avg	cpg-2
648	148	149	261	99	18	6	False	Image_06-2	Avg	cpg-2
649	149	150	263	101	25	5	False	Image_06-2	Avg	cpg-2
650	150	151	257	125	19	5	False	Image_06-2	Avg	cpg-2
651	151	152	294	251	21	8	False	Image_06-2	Avg	cpg-2
652	152	153	286	365	21	7	False	Image_06-2	Avg	cpg-2
653	153	154	207	375	20	5	False	Image_06-2	Avg	cpg-2
654	154	155	234	417	21	6	False	Image_06-2	Avg	cpg-2
655	155	156	224	110	25	5	False	Image_06-2	Avg	cpg-2
656	156	157	235	156	24	5	False	Image_06-2	Avg	cpg-2
657	158	159	214	418	21	5	False	Image_06-2	Avg	cpg-2
658	159	160	222	450	20	5	False	Image_06-2	Avg	cpg-2
659	160	161	254	200	28	10	False	Image_06-2	Avg	cpg-2
660	161	162	243	253	21	5	False	Image_06-2	Avg	cpg-2
661	162	163	320	274	27	8	False	Image_06-2	Avg	cpg-2
662	163	164	229	322	26	5	False	Image_06-2	Avg	cpg-2
663	164	165	224	317	21	5	False	Image_06-2	Avg	cpg-2
664	165	166	303	202	21	9	False	Image_06-2	Avg	cpg-2
665	166	167	307	207	29	5	False	Image_06-2	Avg	cpg-2
666	167	168	321	244	21	7	False	Image_06-2	Avg	cpg-2
667	168	169	196	253	25	6	False	Image_06-2	Avg	cpg-2
668	169	170	292	349	21	5	False	Image_06-2	Avg	cpg-2
669	170	171	293	412	22	13	False	Image_06-2	Avg	cpg-2
670	171	172	101	554	22	6	False	Image_06-2	Avg	cpg-2
671	172	173	221	191	23	5	False	Image_06-2	Avg	cpg-2
672	173	174	258	208	27	6	False	Image_06-2	Avg	cpg-2
673	174	175	306	212	23	5	False	Image_06-2	Avg	cpg-2
674	175	176	220	262	29	6	False	Image_06-2	Avg	cpg-2
675	176	177	267	219	39	5	False	Image_06-2	Avg	cpg-2
676	177	178	328	253	27	5	False	Image_06-2	Avg	cpg-2
677	179	180	303	132	26	5	False	Image_06-2	Avg	cpg-2
678	180	181	215	223	28	5	False	Image_06-2	Avg	cpg-2
679	181	182	256	227	27	6	False	Image_06-2	Avg	cpg-2
680	182	183	322	204	27	5	False	Image_06-2	Avg	cpg-2
681	183	184	228	282	29	10	False	Image_06-2	Avg	cpg-2
682	184	185	213	310	28	5	False	Image_06-2	Avg	cpg-2
683	185	186	245	440	28	5	False	Image_06-2	Avg	cpg-2
684	186	187	221	81	35	5	False	Image_06-2	Avg	cpg-2
685	187	188	211	187	31	6	False	Image_06-2	Avg	cpg-2
686	188	189	266	291	35	5	False	Image_06-2	Avg	cpg-2
687	190	191	308	201	31	6	False	Image_06-2	Avg	cpg-2
688	191	192	310	292	35	5	False	Image_06-2	Avg	cpg-2
689	194	195	62	359	36	5	False	Image_06-2	Avg	cpg-2
690	195	196	233	273	36	5	False	Image_06-2	Avg	cpg-2
691	196	197	284	297	37	12	False	Image_06-2	Avg	cpg-2
692	197	198	280	156	38	8	False	Image_06-2	Avg	cpg-2
693	198	199	244	298	40	5	False	Image_06-2	Avg	cpg-2
694	199	200	257	379	39	7	False	Image_06-2	Avg	cpg-2
695	201	202	304	376	45	5	False	Image_06-2	Avg	cpg-2
696	202	203	331	233	49	5	False	Image_06-2	Avg	cpg-2
697	203	204	266	280	48	7	False	Image_06-2	Avg	cpg-2
698	204	205	267	268	48	7	False	Image_06-2	Avg	cpg-2
699	3	4	264	422	25	6	False	Image_10	Avg	cpg-2
700	4	5	283	355	29	7	False	Image_10	Avg	cpg-2
701	5	6	286	179	56	7	False	Image_10	Avg	cpg-2
702	6	7	231	326	6	6	False	Image_10	Avg	cpg-2
703	7	8	291	466	5	5	False	Image_10	Avg	cpg-2
704	8	9	202	303	4	5	False	Image_10	Avg	cpg-2
705	10	11	162	491	22	6	False	Image_10	Avg	cpg-2
706	11	12	168	498	16	4	False	Image_10	Avg	cpg-2
707	12	13	212	505	6	5	False	Image_10	Avg	cpg-2
708	13	14	210	511	8	4	False	Image_10	Avg	cpg-2
709	16	17	132	482	7	5	False	Image_10	Avg	cpg-2
710	18	19	152	502	17	5	False	Image_10	Avg	cpg-2
711	19	20	145	440	7	5	False	Image_10	Avg	cpg-2
712	20	21	151	479	17	31	False	Image_10	Avg	cpg-2
713	21	22	159	480	27	5	False	Image_10	Avg	cpg-2
714	22	23	147	478	8	5	False	Image_10	Avg	cpg-2
715	24	25	167	522	15	15	False	Image_10	Avg	cpg-2
716	26	27	161	521	40	5	False	Image_10	Avg	cpg-2
717	27	28	279	296	10	5	False	Image_10	Avg	cpg-2
718	28	29	123	429	9	8	False	Image_10	Avg	cpg-2
719	29	30	168	474	23	16	False	Image_10	Avg	cpg-2
720	30	31	168	474	29	4	False	Image_10	Avg	cpg-2
721	31	32	204	524	11	5	False	Image_10	Avg	cpg-2
722	32	33	271	257	11	7	False	Image_10	Avg	cpg-2
723	33	34	119	400	11	6	False	Image_10	Avg	cpg-2
724	34	35	121	448	11	6	False	Image_10	Avg	cpg-2
725	35	36	266	488	12	7	False	Image_10	Avg	cpg-2
726	36	37	152	522	16	8	False	Image_10	Avg	cpg-2
727	37	38	131	442	19	8	False	Image_10	Avg	cpg-2
728	38	39	145	452	12	5	False	Image_10	Avg	cpg-2
729	39	40	118	461	12	11	False	Image_10	Avg	cpg-2
730	40	41	206	494	12	6	False	Image_10	Avg	cpg-2
731	41	42	207	505	18	5	False	Image_10	Avg	cpg-2
732	44	45	161	454	12	8	False	Image_10	Avg	cpg-2
733	46	47	209	509	16	3	False	Image_10	Avg	cpg-2
734	47	48	303	452	27	7	False	Image_10	Avg	cpg-2
735	48	49	137	518	13	6	False	Image_10	Avg	cpg-2
736	49	50	218	532	14	8	False	Image_10	Avg	cpg-2
737	50	51	231	494	19	15	False	Image_10	Avg	cpg-2
738	53	54	187	534	14	6	False	Image_10	Avg	cpg-2
739	54	55	227	439	16	6	False	Image_10	Avg	cpg-2
740	55	56	102	467	26	13	False	Image_10	Avg	cpg-2
741	56	57	259	507	15	5	False	Image_10	Avg	cpg-2
742	57	58	168	542	16	5	False	Image_10	Avg	cpg-2
743	58	59	273	390	21	10	False	Image_10	Avg	cpg-2
744	59	60	125	451	25	9	False	Image_10	Avg	cpg-2
745	61	62	295	361	19	5	False	Image_10	Avg	cpg-2
746	62	63	152	450	30	7	False	Image_10	Avg	cpg-2
747	63	64	217	468	16	6	False	Image_10	Avg	cpg-2
748	64	65	188	461	24	9	False	Image_10	Avg	cpg-2
749	66	67	143	350	30	5	False	Image_10	Avg	cpg-2
750	67	68	298	291	20	5	False	Image_10	Avg	cpg-2
751	68	69	208	388	35	10	False	Image_10	Avg	cpg-2
752	69	70	141	444	23	24	False	Image_10	Avg	cpg-2
753	71	72	101	472	35	5	False	Image_10	Avg	cpg-2
754	72	73	131	502	29	5	False	Image_10	Avg	cpg-2
755	73	74	232	538	22	5	False	Image_10	Avg	cpg-2
756	74	75	117	413	20	5	False	Image_10	Avg	cpg-2
757	75	76	197	440	21	5	False	Image_10	Avg	cpg-2
758	76	77	190	431	31	17	False	Image_10	Avg	cpg-2
759	77	78	234	454	23	6	False	Image_10	Avg	cpg-2
760	78	79	254	505	25	5	False	Image_10	Avg	cpg-2
761	79	80	107	507	22	5	False	Image_10	Avg	cpg-2
762	80	81	201	357	22	5	False	Image_10	Avg	cpg-2
763	81	82	137	406	22	7	False	Image_10	Avg	cpg-2
764	84	85	227	516	27	7	False	Image_10	Avg	cpg-2
765	85	86	231	515	23	4	False	Image_10	Avg	cpg-2
766	87	88	138	272	24	5	False	Image_10	Avg	cpg-2
767	88	89	245	371	38	6	False	Image_10	Avg	cpg-2
768	90	91	223	406	34	5	False	Image_10	Avg	cpg-2
769	91	92	222	410	26	9	False	Image_10	Avg	cpg-2
770	92	93	270	429	41	5	False	Image_10	Avg	cpg-2
771	93	94	147	426	23	5	False	Image_10	Avg	cpg-2
772	94	95	213	457	33	5	False	Image_10	Avg	cpg-2
773	96	97	273	470	33	9	False	Image_10	Avg	cpg-2
774	97	98	182	479	33	5	False	Image_10	Avg	cpg-2
775	99	100	167	460	31	12	False	Image_10	Avg	cpg-2
776	100	101	168	455	27	5	False	Image_10	Avg	cpg-2
777	101	102	204	524	27	6	False	Image_10	Avg	cpg-2
778	102	103	285	364	36	5	False	Image_10	Avg	cpg-2
779	103	104	176	419	32	9	False	Image_10	Avg	cpg-2
780	104	105	151	419	28	5	False	Image_10	Avg	cpg-2
781	105	106	300	452	44	16	False	Image_10	Avg	cpg-2
782	106	107	180	491	31	6	False	Image_10	Avg	cpg-2
783	107	108	261	339	36	11	False	Image_10	Avg	cpg-2
784	108	109	236	363	30	8	False	Image_10	Avg	cpg-2
785	109	110	244	408	29	5	False	Image_10	Avg	cpg-2
786	110	111	185	531	39	9	False	Image_10	Avg	cpg-2
787	111	112	180	542	32	7	False	Image_10	Avg	cpg-2
788	112	113	173	372	32	7	False	Image_10	Avg	cpg-2
789	113	114	187	412	35	9	False	Image_10	Avg	cpg-2
790	114	115	185	415	41	8	False	Image_10	Avg	cpg-2
791	115	116	221	300	31	6	False	Image_10	Avg	cpg-2
792	116	117	222	301	36	5	False	Image_10	Avg	cpg-2
793	117	118	291	382	36	5	False	Image_10	Avg	cpg-2
794	120	121	171	327	36	5	False	Image_10	Avg	cpg-2
795	121	122	280	391	35	5	False	Image_10	Avg	cpg-2
796	122	123	160	468	35	8	False	Image_10	Avg	cpg-2
797	124	125	222	361	39	5	False	Image_10	Avg	cpg-2
798	125	126	310	394	47	6	False	Image_10	Avg	cpg-2
799	126	127	305	397	40	5	False	Image_10	Avg	cpg-2
800	127	128	245	420	40	8	False	Image_10	Avg	cpg-2
801	129	130	141	463	36	6	False	Image_10	Avg	cpg-2
802	130	131	124	533	47	5	False	Image_10	Avg	cpg-2
803	131	132	306	352	37	6	False	Image_10	Avg	cpg-2
804	132	133	266	418	37	8	False	Image_10	Avg	cpg-2
805	133	134	274	420	42	5	False	Image_10	Avg	cpg-2
806	134	135	257	479	38	6	False	Image_10	Avg	cpg-2
807	135	136	155	553	42	5	False	Image_10	Avg	cpg-2
808	136	137	213	486	47	5	False	Image_10	Avg	cpg-2
809	137	138	325	376	44	9	False	Image_10	Avg	cpg-2
810	138	139	300	418	41	7	False	Image_10	Avg	cpg-2
811	140	141	240	450	44	5	False	Image_10	Avg	cpg-2
812	142	143	231	499	62	6	False	Image_10	Avg	cpg-2
813	143	144	278	402	40	7	False	Image_10	Avg	cpg-2
814	144	145	273	501	46	7	False	Image_10	Avg	cpg-2
815	145	146	190	470	44	5	False	Image_10	Avg	cpg-2
816	146	147	169	492	47	6	False	Image_10	Avg	cpg-2
817	147	148	224	379	48	5	False	Image_10	Avg	cpg-2
818	148	149	261	429	49	5	False	Image_10	Avg	cpg-2
819	149	150	292	453	50	5	False	Image_10	Avg	cpg-2
820	150	151	286	190	57	12	False	Image_10	Avg	cpg-2
821	0	1	211	707	16	21	True	Image_02	Avg	clu-1
822	1	2	235	560	15	32	True	Image_02	Avg	clu-1
823	2	3	364	653	22	19	True	Image_02	Avg	clu-1
824	3	4	378	641	12	38	True	Image_02	Avg	clu-1
825	6	7	361	431	10	17	True	Image_02	Avg	clu-1
826	7	8	276	491	8	11	True	Image_02	Avg	clu-1
827	8	9	360	544	8	6	True	Image_02	Avg	clu-1
828	9	10	267	552	12	26	True	Image_02	Avg	clu-1
829	10	11	273	545	9	12	True	Image_02	Avg	clu-1
830	11	12	356	578	9	7	True	Image_02	Avg	clu-1
831	12	13	376	587	15	62	True	Image_02	Avg	clu-1
832	13	14	170	672	15	24	True	Image_02	Avg	clu-1
833	16	17	350	410	10	20	True	Image_02	Avg	clu-1
834	19	20	349	519	11	18	True	Image_02	Avg	clu-1
835	21	22	376	562	12	34	True	Image_02	Avg	clu-1
836	22	23	304	563	12	27	True	Image_02	Avg	clu-1
837	23	24	302	563	8	7	True	Image_02	Avg	clu-1
838	24	25	309	591	13	37	True	Image_02	Avg	clu-1
839	25	26	309	589	8	6	True	Image_02	Avg	clu-1
840	30	31	261	572	10	8	True	Image_02	Avg	clu-1
841	31	32	327	626	10	5	True	Image_02	Avg	clu-1
842	32	33	242	681	13	34	True	Image_02	Avg	clu-1
843	34	35	240	685	25	5	True	Image_02	Avg	clu-1
844	35	36	211	682	12	22	True	Image_02	Avg	clu-1
845	36	37	378	521	11	11	True	Image_02	Avg	clu-1
846	37	38	394	547	11	6	True	Image_02	Avg	clu-1
847	39	40	272	651	12	11	True	Image_02	Avg	clu-1
848	46	47	263	610	13	13	True	Image_02	Avg	clu-1
849	47	48	257	616	12	6	True	Image_02	Avg	clu-1
850	48	49	348	647	13	6	True	Image_02	Avg	clu-1
851	54	55	304	615	25	13	True	Image_02	Avg	clu-1
852	55	56	372	660	20	11	True	Image_02	Avg	clu-1
853	1	2	109	409	13	26	True	Image_06	Avg	clu-1
854	5	6	104	484	15	11	True	Image_06	Avg	clu-1
855	8	9	137	417	16	5	True	Image_06	Avg	clu-1
856	10	11	189	353	29	12	True	Image_06	Avg	clu-1
857	12	13	107	506	25	5	True	Image_06	Avg	clu-1
858	13	14	108	510	18	5	True	Image_06	Avg	clu-1
859	14	15	164	383	23	8	True	Image_06	Avg	clu-1
860	15	16	194	482	18	9	True	Image_06	Avg	clu-1
861	16	17	165	481	23	8	True	Image_06	Avg	clu-1
862	18	19	192	373	31	9	True	Image_06	Avg	clu-1
863	21	22	223	542	28	13	True	Image_06	Avg	clu-1
864	24	25	192	413	31	19	True	Image_06	Avg	clu-1
865	25	26	171	345	31	7	True	Image_06	Avg	clu-1
866	26	27	146	420	29	5	True	Image_06	Avg	clu-1
867	0	1	190	434	19	29	True	Image_06-2	Avg	clu-1
868	1	2	200	239	11	65	True	Image_06-2	Avg	clu-1
869	2	3	233	248	19	37	True	Image_06-2	Avg	clu-1
870	3	4	223	217	14	151	True	Image_06-2	Avg	clu-1
871	4	5	170	375	10	40	True	Image_06-2	Avg	clu-1
872	5	6	201	160	13	102	True	Image_06-2	Avg	clu-1
873	9	10	207	431	12	91	True	Image_06-2	Avg	clu-1
874	10	11	230	175	12	53	True	Image_06-2	Avg	clu-1
875	11	12	265	178	12	26	True	Image_06-2	Avg	clu-1
876	14	15	271	87	19	26	True	Image_06-2	Avg	clu-1
877	16	17	259	110	13	24	True	Image_06-2	Avg	clu-1
878	17	18	169	157	13	32	True	Image_06-2	Avg	clu-1
879	18	19	256	171	12	15	True	Image_06-2	Avg	clu-1
880	19	20	207	261	16	72	True	Image_06-2	Avg	clu-1
881	20	21	207	262	11	6	True	Image_06-2	Avg	clu-1
882	21	22	281	268	19	30	True	Image_06-2	Avg	clu-1
883	27	28	231	138	15	39	True	Image_06-2	Avg	clu-1
884	28	29	212	191	14	20	True	Image_06-2	Avg	clu-1
885	30	31	231	202	12	8	True	Image_06-2	Avg	clu-1
886	32	33	210	320	13	23	True	Image_06-2	Avg	clu-1
887	36	37	289	168	14	15	True	Image_06-2	Avg	clu-1
888	39	40	187	273	15	13	True	Image_06-2	Avg	clu-1
889	43	44	189	122	14	7	True	Image_06-2	Avg	clu-1
890	44	45	197	182	16	15	True	Image_06-2	Avg	clu-1
891	46	47	190	435	14	6	True	Image_06-2	Avg	clu-1
892	47	48	263	123	16	11	True	Image_06-2	Avg	clu-1
893	52	53	263	432	20	25	True	Image_06-2	Avg	clu-1
894	64	65	222	227	21	10	True	Image_06-2	Avg	clu-1
895	69	70	206	111	32	6	True	Image_06-2	Avg	clu-1
896	73	74	203	89	39	9	True	Image_06-2	Avg	clu-1
897	74	75	244	410	42	11	True	Image_06-2	Avg	clu-1
898	1	2	155	512	15	36	True	Image_10	Avg	clu-1
899	6	7	125	483	12	35	True	Image_10	Avg	clu-1
900	8	9	117	487	19	5	True	Image_10	Avg	clu-1
901	9	10	142	505	12	20	True	Image_10	Avg	clu-1
902	10	11	123	504	17	77	True	Image_10	Avg	clu-1
903	11	12	152	522	16	18	True	Image_10	Avg	clu-1
904	12	13	156	519	32	16	True	Image_10	Avg	clu-1
905	14	15	177	473	16	9	True	Image_10	Avg	clu-1
906	15	16	208	505	17	16	True	Image_10	Avg	clu-1
907	18	19	172	501	18	5	True	Image_10	Avg	clu-1
908	19	20	235	507	20	7	True	Image_10	Avg	clu-1
909	21	22	235	485	21	20	True	Image_10	Avg	clu-1
910	22	23	233	388	25	31	True	Image_10	Avg	clu-1
911	24	25	160	530	22	30	True	Image_10	Avg	clu-1
912	36	37	132	528	26	5	True	Image_10	Avg	clu-1
913	38	39	97	478	28	13	True	Image_10	Avg	clu-1
914	44	45	250	498	32	6	True	Image_10	Avg	clu-1
915	45	46	224	532	35	18	True	Image_10	Avg	clu-1
916	52	53	159	544	36	7	True	Image_10	Avg	clu-1
917	55	56	219	451	37	8	True	Image_10	Avg	clu-1
918	57	58	257	516	41	6	True	Image_10	Avg	clu-1
919	59	60	272	493	45	58	True	Image_10	Avg	clu-1
920	60	61	264	501	56	8	True	Image_10	Avg	clu-1
921	61	62	263	501	60	6	True	Image_10	Avg	clu-1
922	62	63	276	461	45	21	True	Image_10	Avg	clu-1
923	66	67	226	526	46	43	True	Image_10	Avg	clu-1
924	73	74	239	490	49	17	True	Image_10	Avg	clu-1
925	74	75	238	497	58	15	True	Image_10	Avg	clu-1
926	75	76	145	519	50	19	True	Image_10	Avg	clu-1
927	76	77	144	513	52	5	True	Image_10	Avg	clu-1
928	77	78	162	526	51	5	True	Image_10	Avg	clu-1
929	78	79	210	521	54	5	True	Image_10	Avg	clu-1
930	4	5	189	607	8	7	False	Image_02	Avg	clu-1
931	5	6	211	375	9	10	False	Image_02	Avg	clu-1
932	14	15	342	364	10	13	False	Image_02	Avg	clu-1
933	15	16	232	388	9	11	False	Image_02	Avg	clu-1
934	17	18	124	461	9	5	False	Image_02	Avg	clu-1
935	18	19	215	498	10	11	False	Image_02	Avg	clu-1
936	20	21	113	556	18	5	False	Image_02	Avg	clu-1
937	26	27	313	190	9	5	False	Image_02	Avg	clu-1
938	27	28	239	347	10	5	False	Image_02	Avg	clu-1
939	28	29	142	406	12	5	False	Image_02	Avg	clu-1
940	29	30	142	546	9	5	False	Image_02	Avg	clu-1
941	33	34	237	687	14	5	False	Image_02	Avg	clu-1
942	38	39	212	552	11	5	False	Image_02	Avg	clu-1
943	40	41	122	422	12	7	False	Image_02	Avg	clu-1
944	41	42	116	484	11	5	False	Image_02	Avg	clu-1
945	42	43	485	156	13	5	False	Image_02	Avg	clu-1
946	43	44	269	354	12	5	False	Image_02	Avg	clu-1
947	44	45	184	400	17	7	False	Image_02	Avg	clu-1
948	45	46	235	571	15	15	False	Image_02	Avg	clu-1
949	49	50	238	581	13	5	False	Image_02	Avg	clu-1
950	50	51	398	641	17	27	False	Image_02	Avg	clu-1
951	51	52	192	625	15	10	False	Image_02	Avg	clu-1
952	52	53	331	347	17	5	False	Image_02	Avg	clu-1
953	53	54	122	381	16	5	False	Image_02	Avg	clu-1
954	56	57	249	595	18	6	False	Image_02	Avg	clu-1
955	57	58	255	641	20	13	False	Image_02	Avg	clu-1
956	58	59	136	418	19	7	False	Image_02	Avg	clu-1
957	59	60	106	364	23	12	False	Image_02	Avg	clu-1
958	60	61	130	533	23	5	False	Image_02	Avg	clu-1
959	61	62	281	641	23	7	False	Image_02	Avg	clu-1
960	62	63	188	666	25	7	False	Image_02	Avg	clu-1
961	63	64	250	531	25	14	False	Image_02	Avg	clu-1
962	64	65	226	577	24	7	False	Image_02	Avg	clu-1
963	0	1	142	373	10	15	False	Image_06	Avg	clu-1
964	2	3	116	408	11	7	False	Image_06	Avg	clu-1
965	3	4	175	463	11	5	False	Image_06	Avg	clu-1
966	4	5	209	488	11	8	False	Image_06	Avg	clu-1
967	6	7	272	201	13	5	False	Image_06	Avg	clu-1
968	7	8	92	347	17	7	False	Image_06	Avg	clu-1
969	9	10	142	310	20	11	False	Image_06	Avg	clu-1
970	11	12	188	358	19	8	False	Image_06	Avg	clu-1
971	17	18	258	314	29	21	False	Image_06	Avg	clu-1
972	19	20	197	371	23	5	False	Image_06	Avg	clu-1
973	20	21	157	422	24	5	False	Image_06	Avg	clu-1
974	22	23	152	457	30	5	False	Image_06	Avg	clu-1
975	23	24	231	509	32	5	False	Image_06	Avg	clu-1
976	27	28	301	443	30	5	False	Image_06	Avg	clu-1
977	28	29	244	249	33	7	False	Image_06	Avg	clu-1
978	29	30	386	260	33	5	False	Image_06	Avg	clu-1
979	6	7	211	156	14	7	False	Image_06-2	Avg	clu-1
980	7	8	276	256	9	17	False	Image_06-2	Avg	clu-1
981	8	9	226	292	14	6	False	Image_06-2	Avg	clu-1
982	12	13	133	200	8	5	False	Image_06-2	Avg	clu-1
983	13	14	230	508	9	7	False	Image_06-2	Avg	clu-1
984	15	16	287	231	18	11	False	Image_06-2	Avg	clu-1
985	22	23	284	264	11	5	False	Image_06-2	Avg	clu-1
986	23	24	87	268	11	5	False	Image_06-2	Avg	clu-1
987	24	25	94	340	10	6	False	Image_06-2	Avg	clu-1
988	25	26	101	443	11	5	False	Image_06-2	Avg	clu-1
989	26	27	178	453	13	20	False	Image_06-2	Avg	clu-1
990	29	30	272	191	14	5	False	Image_06-2	Avg	clu-1
991	31	32	155	215	11	5	False	Image_06-2	Avg	clu-1
992	33	34	253	356	17	10	False	Image_06-2	Avg	clu-1
993	34	35	175	525	13	10	False	Image_06-2	Avg	clu-1
994	35	36	184	144	14	15	False	Image_06-2	Avg	clu-1
995	37	38	285	171	14	7	False	Image_06-2	Avg	clu-1
996	38	39	301	128	14	6	False	Image_06-2	Avg	clu-1
997	40	41	306	353	15	30	False	Image_06-2	Avg	clu-1
998	41	42	229	389	15	13	False	Image_06-2	Avg	clu-1
999	42	43	189	122	18	24	False	Image_06-2	Avg	clu-1
1000	45	46	190	399	19	35	False	Image_06-2	Avg	clu-1
1001	48	49	327	186	17	5	False	Image_06-2	Avg	clu-1
1002	49	50	298	238	16	9	False	Image_06-2	Avg	clu-1
1003	50	51	253	417	20	15	False	Image_06-2	Avg	clu-1
1004	51	52	209	144	20	19	False	Image_06-2	Avg	clu-1
1005	53	54	256	292	18	6	False	Image_06-2	Avg	clu-1
1006	54	55	295	414	21	15	False	Image_06-2	Avg	clu-1
1007	55	56	216	419	20	9	False	Image_06-2	Avg	clu-1
1008	56	57	291	212	24	9	False	Image_06-2	Avg	clu-1
1009	57	58	287	209	20	7	False	Image_06-2	Avg	clu-1
1010	58	59	199	414	21	5	False	Image_06-2	Avg	clu-1
1011	59	60	276	176	25	7	False	Image_06-2	Avg	clu-1
1012	60	61	322	341	22	5	False	Image_06-2	Avg	clu-1
1013	61	62	204	369	23	6	False	Image_06-2	Avg	clu-1
1014	62	63	300	164	24	8	False	Image_06-2	Avg	clu-1
1015	63	64	305	221	25	6	False	Image_06-2	Avg	clu-1
1016	65	66	297	449	25	5	False	Image_06-2	Avg	clu-1
1017	66	67	310	295	35	8	False	Image_06-2	Avg	clu-1
1018	67	68	316	296	27	6	False	Image_06-2	Avg	clu-1
1019	68	69	306	206	30	14	False	Image_06-2	Avg	clu-1
1020	70	71	284	295	35	7	False	Image_06-2	Avg	clu-1
1021	71	72	292	295	36	5	False	Image_06-2	Avg	clu-1
1022	72	73	280	156	37	5	False	Image_06-2	Avg	clu-1
1023	75	76	190	125	41	5	False	Image_06-2	Avg	clu-1
1024	76	77	325	254	44	16	False	Image_06-2	Avg	clu-1
1025	77	78	266	280	48	7	False	Image_06-2	Avg	clu-1
1026	78	79	267	270	46	7	False	Image_06-2	Avg	clu-1
1027	79	80	280	271	48	5	False	Image_06-2	Avg	clu-1
1028	0	1	140	380	25	7	False	Image_10	Avg	clu-1
1029	2	3	206	480	25	10	False	Image_10	Avg	clu-1
1030	3	4	311	314	9	17	False	Image_10	Avg	clu-1
1031	4	5	272	260	10	10	False	Image_10	Avg	clu-1
1032	5	6	120	463	11	11	False	Image_10	Avg	clu-1
1033	7	8	124	479	22	6	False	Image_10	Avg	clu-1
1034	13	14	176	310	15	6	False	Image_10	Avg	clu-1
