;index;z;y;x;n_rna;coloc
0;1;425;181;17;10;True
1;2;436;209;22;13;True
2;3;428;211;22;5;True
3;4;456;192;22;5;False
4;5;402;223;24;6;True
5;6;433;170;25;12;True
6;7;432;166;30;14;True
7;8;431;168;33;6;True
8;9;484;281;35;6;False
9;10;450;140;27;12;True
10;11;461;157;33;28;True
11;12;482;171;30;23;True
12;13;418;307;27;9;True
13;14;456;263;35;13;True
14;15;452;174;38;27;True
15;16;440;213;36;5;True
